ExportID,InvoiceID,ExporterName,City,Port,DestinationCountry,ProductCategory,ProductSubcategory,HSCode,UnitPriceUSD,Quantity,UnitType,TotalValueUSD,ExportDate,ShipmentMode,ContainerNumber,PaymentTerm,TradeTerm,Currency
EXP-PK-200099,INV-PK-100099,Sialkot Sports Exports,Multan,Multan Airport,Italy,Textiles,Bed Linen,6302,7.19,3901,pcs,28048.19,2025-08-17,Land,,Open Account,CIF,USD
EXP-PK-200100,INV-PK-100100,Sialkot Sports Exports,Peshawar,Torkham Border (land),Italy,Textiles,Bed Linen,6302,5.42,429,pcs,2325.18,2023-03-23,Air,,Open Account,CIF,USD
EXP-PK-200101,INV-PK-100101,PakTex Exporters Co.,Lahore,Inland (Landi Kotal),China,Carpets,Handmade Carpets,5701,122.73,4493,pcs,551425.89,2023-02-12,Land,,Open Account,FOB,USD
EXP-PK-200102,INV-PK-100102,Karachi Seafood Ltd.,Peshawar,Torkham Border (land),Afghanistan,Carpets,Handmade Carpets,5701,322.89,55,pcs,17758.95,2025-06-24,Air,,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200103,INV-PK-100103,Punjab Pharma Exports,Lahore,Inland (Landi Kotal),Italy,Agriculture,Mangoes (fresh),0804,0.75,13303,kg,9977.25,2025-04-16,Air,,Open Account,FOB,USD
EXP-PK-200104,INV-PK-100104,Karachi Seafood Ltd.,Gwadar,Gwadar Port,Netherlands,Leather Goods,Footwear,6403,10.56,812,pairs,8574.72,2025-10-11,Air,,Cash Against Documents,FOB,USD
EXP-PK-200105,INV-PK-100105,Punjab Pharma Exports,Lahore,Inland (Landi Kotal),Germany,Agriculture,Rice (Basmati),1006,1.87,13868,kg,25933.16,2024-10-24,Sea,PK62976,LC (Letter of Credit),CIF,USD
EXP-PK-200106,INV-PK-100106,Gwadar Logistics Exports,Karachi,Karachi Port,Afghanistan,Agriculture,Mangoes (fresh),0804,2.13,4562,kg,9717.06,2025-10-17,Land,,Cash Against Documents,FOB,USD
EXP-PK-200107,INV-PK-100107,Faisalabad Textiles,Multan,Multan Airport,Afghanistan,Leather,Finished Leather,4107,37.05,119,sheets,4408.95,2024-08-12,Air,,Cash Against Documents,FOB,USD
EXP-PK-200108,INV-PK-100108,PakTex Exporters Co.,Sialkot,Sialkot Airport,UAE,Agriculture,Rice (Basmati),1006,1.31,14955,kg,19591.05,2023-01-29,Land,,Cash Against Documents,FOB,USD
EXP-PK-200109,INV-PK-100109,Faisalabad Textiles,Lahore,Inland (Landi Kotal),Italy,Textiles,Bed Linen,6302,5.48,4247,pcs,23273.56,2023-11-12,Air,,Open Account,CIF,USD
EXP-PK-200110,INV-PK-100110,Gwadar Logistics Exports,Peshawar,Torkham Border (land),Italy,Sports Goods,Football,9506,20.41,2845,pcs,58066.45,2025-07-24,Land,,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200111,INV-PK-100111,Faisalabad Textiles,Faisalabad,Inland (Faisalabad Depot),UK,Agriculture,Rice (Basmati),1006,0.73,7417,kg,5414.41,2025-04-29,Air,,Open Account,FOB,USD
EXP-PK-200112,INV-PK-100112,Sialkot Sports Exports,Multan,Multan Airport,Bangladesh,Spices,Chilies (dried),0904,2.33,4955,kg,11545.15,2025-09-29,Sea,PK68529,Cash Against Documents,CIF,USD
EXP-PK-200113,INV-PK-100113,Lahore Leatherworks,Hyderabad,Port Qasim,Italy,Chemicals,Industrial Chemicals,2815,29.21,7922,kg,231401.62,2024-10-21,Sea,PK41300,Cash Against Documents,FOB,USD
EXP-PK-200114,INV-PK-100114,Gwadar Logistics Exports,Karachi,Port Qasim,Italy,Leather Goods,Footwear,6403,108.13,3159,pairs,341582.67,2025-02-19,Air,,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200115,INV-PK-100115,PakTex Exporters Co.,Faisalabad,Inland (Faisalabad Depot),Afghanistan,Spices,Chilies (dried),0904,4.97,10102,kg,50206.94,2024-11-10,Sea,PK67711,LC (Letter of Credit),CIF,USD
EXP-PK-200116,INV-PK-100116,PakTex Exporters Co.,Faisalabad,Inland (Faisalabad Depot),Netherlands,Tobacco,Processed Tobacco,2403,3.1,9901,kg,30693.1,2023-11-13,Sea,PK71537,Open Account,CIF,USD
EXP-PK-200117,INV-PK-100117,Balochistan Spices Co.,Hyderabad,Port Qasim,UK,Tobacco,Processed Tobacco,2403,1.38,14476,kg,19976.88,2024-11-03,Land,,Cash Against Documents,CIF,USD
EXP-PK-200118,INV-PK-100118,Punjab Pharma Exports,Karachi,Karachi Port,China,Carpets,Handmade Carpets,5701,176.35,131,pcs,23101.85,2024-08-11,Sea,PK21846,Cash Against Documents,FOB,USD
EXP-PK-200119,INV-PK-100119,Sindh Agro Exports,Peshawar,Torkham Border (land),UAE,Leather Goods,Footwear,6403,81.0,893,pairs,72333.0,2024-09-05,Sea,PK16028,Open Account,FOB,USD
EXP-PK-200120,INV-PK-100120,Sialkot Sports Exports,Gwadar,Gwadar Port,Germany,Seafood,Shrimp (frozen),0306,11.46,19083,kg,218691.18,2023-10-26,Sea,PK79621,Cash Against Documents,FOB,USD
EXP-PK-200121,INV-PK-100121,Karachi Seafood Ltd.,Faisalabad,Inland (Faisalabad Depot),UK,Spices,Chilies (dried),0904,5.57,7466,kg,41585.62,2025-02-22,Land,,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200122,INV-PK-100122,Balochistan Spices Co.,Faisalabad,Inland (Faisalabad Depot),China,Surgical,Surgical Instruments,9031,12.94,4642,sets,60067.48,2024-06-04,Sea,PK43466,LC (Letter of Credit),CIF,USD
EXP-PK-200123,INV-PK-100123,Sialkot Sports Exports,Faisalabad,Inland (Faisalabad Depot),UK,Surgical,Surgical Instruments,9031,91.35,4833,sets,441494.55,2024-12-08,Sea,PK93746,Cash Against Documents,CIF,USD
EXP-PK-200124,INV-PK-100124,Punjab Pharma Exports,Multan,Multan Airport,China,Seafood,Shrimp (frozen),0306,11.67,17074,kg,199253.58,2025-09-16,Sea,PK41091,Cash Against Documents,CIF,USD
EXP-PK-200125,INV-PK-100125,Balochistan Spices Co.,Multan,Multan Airport,Saudi Arabia,Textiles,Cotton Yarn,5205,2.92,193,bales,563.56,2025-03-21,Air,,LC (Letter of Credit),FOB,USD
EXP-PK-200126,INV-PK-100126,Balochistan Spices Co.,Peshawar,Torkham Border (land),Saudi Arabia,Industrial,Gloves (leather),4203,17.17,1591,pairs,27317.47,2024-04-16,Land,,Open Account,FOB,USD
EXP-PK-200127,INV-PK-100127,Faisalabad Textiles,Multan,Multan Airport,UAE,Carpets,Handmade Carpets,5701,126.27,2788,pcs,352040.76,2023-07-18,Land,,LC (Letter of Credit),CIF,USD
EXP-PK-200128,INV-PK-100128,Punjab Pharma Exports,Karachi,Port Qasim,UAE,Textiles,Bed Linen,6302,7.54,3483,pcs,26261.82,2024-08-27,Air,,Cash Against Documents,FOB,USD
EXP-PK-200129,INV-PK-100129,Faisalabad Textiles,Faisalabad,Inland (Faisalabad Depot),Afghanistan,Chemicals,Industrial Chemicals,2815,17.45,2033,kg,35475.85,2025-01-19,Land,,Open Account,FOB,USD
EXP-PK-200130,INV-PK-100130,Sialkot Sports Exports,Peshawar,Torkham Border (land),Saudi Arabia,Leather Goods,Footwear,6403,77.65,4950,pairs,384367.5,2024-11-24,Sea,PK71385,LC (Letter of Credit),FOB,USD
EXP-PK-200131,INV-PK-100131,Faisalabad Textiles,Hyderabad,Port Qasim,Afghanistan,Agriculture,Mangoes (fresh),0804,0.85,10414,kg,8851.9,2023-07-04,Air,,LC (Letter of Credit),CIF,USD
EXP-PK-200132,INV-PK-100132,Northern Fruits Exports,Lahore,Inland (Landi Kotal),Italy,Agriculture,Mangoes (fresh),0804,2.69,14841,kg,39922.29,2024-06-20,Land,,Cash Against Documents,CIF,USD
EXP-PK-200133,INV-PK-100133,Sindh Agro Exports,Sialkot,Sialkot Airport,Italy,Textiles,Cotton Yarn,5205,5.82,351,bales,2042.82,2024-11-02,Land,,TT (Telegraphic Transfer),FOB,USD
EXP-PK-200134,INV-PK-100134,Punjab Pharma Exports,Multan,Multan Airport,Netherlands,Textiles,Bed Linen,6302,3.39,1475,pcs,5000.25,2023-10-14,Sea,PK14877,Open Account,CIF,USD
EXP-PK-200135,INV-PK-100135,Sindh Agro Exports,Lahore,Inland (Landi Kotal),China,Chemicals,Industrial Chemicals,2815,24.43,16221,kg,396279.03,2023-10-05,Air,,Cash Against Documents,CIF,USD
EXP-PK-200136,INV-PK-100136,Northern Fruits Exports,Hyderabad,Port Qasim,Bangladesh,Leather Goods,Footwear,6403,105.38,4567,pairs,481270.46,2023-11-13,Air,,LC (Letter of Credit),CIF,USD
EXP-PK-200137,INV-PK-100137,Balochistan Spices Co.,Hyderabad,Port Qasim,Saudi Arabia,Textiles,Cotton Yarn,5205,4.48,251,bales,1124.48,2025-01-28,Sea,PK68115,Cash Against Documents,FOB,USD
EXP-PK-200138,INV-PK-100138,Lahore Leatherworks,Lahore,Inland (Landi Kotal),Germany,Pharmaceuticals,Medicines (packaged),3004,20.16,3253,boxes,65580.48,2025-01-04,Sea,PK62184,Open Account,FOB,USD
EXP-PK-200139,INV-PK-100139,Sindh Agro Exports,Peshawar,Torkham Border (land),UK,Carpets,Handmade Carpets,5701,365.89,3981,pcs,1456608.09,2024-03-10,Land,,LC (Letter of Credit),FOB,USD
EXP-PK-200140,INV-PK-100140,Lahore Leatherworks,Sialkot,Sialkot Airport,UAE,Industrial,Gloves (leather),4203,17.91,1696,pairs,30375.36,2024-02-25,Sea,PK82641,TT (Telegraphic Transfer),FOB,USD
EXP-PK-200141,INV-PK-100141,Faisalabad Textiles,Gwadar,Gwadar Port,UAE,Industrial,Gloves (leather),4203,8.14,478,pairs,3890.92,2023-01-06,Air,,TT (Telegraphic Transfer),FOB,USD
EXP-PK-200142,INV-PK-100142,Northern Fruits Exports,Multan,Multan Airport,UAE,Textiles,Bed Linen,6302,4.96,189,pcs,937.44,2023-02-22,Sea,PK11947,Open Account,FOB,USD
EXP-PK-200143,INV-PK-100143,Balochistan Spices Co.,Gwadar,Gwadar Port,USA,Leather,Finished Leather,4107,25.95,271,sheets,7032.45,2024-06-27,Sea,PK26614,Cash Against Documents,FOB,USD
EXP-PK-200144,INV-PK-100144,Sindh Agro Exports,Peshawar,Torkham Border (land),Italy,Industrial,Gloves (leather),4203,6.44,2958,pairs,19049.52,2025-01-11,Land,,LC (Letter of Credit),CIF,USD
EXP-PK-200145,INV-PK-100145,Northern Fruits Exports,Sialkot,Sialkot Airport,Bangladesh,Textiles,Cotton Yarn,5205,1.02,19,bales,19.38,2024-09-09,Air,,LC (Letter of Credit),FOB,USD
EXP-PK-200146,INV-PK-100146,Punjab Pharma Exports,Hyderabad,Port Qasim,Netherlands,Carpets,Handmade Carpets,5701,420.17,1807,pcs,759247.19,2023-08-10,Air,,Cash Against Documents,FOB,USD
EXP-PK-200147,INV-PK-100147,Sindh Agro Exports,Gwadar,Gwadar Port,Bangladesh,Leather,Finished Leather,4107,10.72,261,sheets,2797.92,2023-05-15,Sea,PK46046,Open Account,CIF,USD
EXP-PK-200148,INV-PK-100148,Balochistan Spices Co.,Multan,Multan Airport,Italy,Pharmaceuticals,Medicines (packaged),3004,19.48,1086,boxes,21155.28,2025-05-31,Sea,PK24996,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200149,INV-PK-100149,Punjab Pharma Exports,Sialkot,Sialkot Airport,Netherlands,Agriculture,Mangoes (fresh),0804,2.06,1798,kg,3703.88,2025-07-17,Air,,Cash Against Documents,FOB,USD
EXP-PK-200150,INV-PK-100150,Lahore Leatherworks,Hyderabad,Port Qasim,Germany,Carpets,Handmade Carpets,5701,73.26,2661,pcs,194944.86,2024-06-06,Air,,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200151,INV-PK-100151,Sindh Agro Exports,Lahore,Inland (Landi Kotal),UK,Textiles,Bed Linen,6302,4.69,3190,pcs,14961.1,2025-06-03,Sea,PK58843,TT (Telegraphic Transfer),FOB,USD
EXP-PK-200152,INV-PK-100152,Balochistan Spices Co.,Gwadar,Gwadar Port,UK,Seafood,Shrimp (frozen),0306,9.53,19519,kg,186016.07,2024-12-25,Land,,Cash Against Documents,FOB,USD
EXP-PK-200153,INV-PK-100153,Sialkot Sports Exports,Multan,Multan Airport,Germany,Textiles,Bed Linen,6302,4.52,1621,pcs,7326.92,2024-03-11,Sea,PK96079,Cash Against Documents,FOB,USD
EXP-PK-200154,INV-PK-100154,Sindh Agro Exports,Gwadar,Gwadar Port,Afghanistan,Agriculture,Mangoes (fresh),0804,2.49,5489,kg,13667.61,2023-08-24,Air,,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200155,INV-PK-100155,Northern Fruits Exports,Karachi,Port Qasim,USA,Leather,Finished Leather,4107,24.75,40,sheets,990.0,2024-07-13,Land,,Open Account,CIF,USD
EXP-PK-200156,INV-PK-100156,Lahore Leatherworks,Karachi,Karachi Port,UAE,Spices,Chilies (dried),0904,1.13,19256,kg,21759.28,2025-03-31,Sea,PK28595,LC (Letter of Credit),FOB,USD
EXP-PK-200157,INV-PK-100157,Northern Fruits Exports,Sialkot,Sialkot Airport,Netherlands,Seafood,Shrimp (frozen),0306,10.52,13949,kg,146743.48,2025-07-18,Air,,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200158,INV-PK-100158,Sialkot Sports Exports,Gwadar,Gwadar Port,Bangladesh,Spices,Chilies (dried),0904,3.04,3548,kg,10785.92,2023-06-23,Sea,PK30392,TT (Telegraphic Transfer),FOB,USD
EXP-PK-200159,INV-PK-100159,Sindh Agro Exports,Multan,Multan Airport,Italy,Carpets,Handmade Carpets,5701,120.4,1258,pcs,151463.2,2025-05-18,Air,,Cash Against Documents,CIF,USD
EXP-PK-200160,INV-PK-100160,Sialkot Sports Exports,Sialkot,Sialkot Airport,Afghanistan,Textiles,Bed Linen,6302,4.75,3575,pcs,16981.25,2024-12-07,Air,,LC (Letter of Credit),CIF,USD
EXP-PK-200161,INV-PK-100161,Balochistan Spices Co.,Peshawar,Torkham Border (land),Afghanistan,Carpets,Handmade Carpets,5701,347.09,1406,pcs,488008.54,2024-09-23,Sea,PK38903,Cash Against Documents,FOB,USD
EXP-PK-200162,INV-PK-100162,PakTex Exporters Co.,Sialkot,Sialkot Airport,Saudi Arabia,Sports Goods,Football,9506,28.74,3692,pcs,106108.08,2023-10-09,Air,,Open Account,CIF,USD
EXP-PK-200163,INV-PK-100163,Sindh Agro Exports,Karachi,Port Qasim,Netherlands,Leather,Finished Leather,4107,29.95,306,sheets,9164.7,2023-09-22,Air,,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200164,INV-PK-100164,Sindh Agro Exports,Hyderabad,Port Qasim,USA,Seafood,Shrimp (frozen),0306,6.78,5029,kg,34096.62,2023-02-08,Air,,LC (Letter of Credit),CIF,USD
EXP-PK-200165,INV-PK-100165,Balochistan Spices Co.,Hyderabad,Port Qasim,Bangladesh,Seafood,Shrimp (frozen),0306,6.2,15181,kg,94122.2,2025-05-05,Air,,LC (Letter of Credit),CIF,USD
EXP-PK-200166,INV-PK-100166,PakTex Exporters Co.,Gwadar,Gwadar Port,UAE,Industrial,Gloves (leather),4203,1.27,589,pairs,748.03,2025-07-31,Land,,Open Account,FOB,USD
EXP-PK-200167,INV-PK-100167,Gwadar Logistics Exports,Lahore,Inland (Landi Kotal),China,Seafood,Shrimp (frozen),0306,3.41,910,kg,3103.1,2025-03-31,Land,,LC (Letter of Credit),CIF,USD
EXP-PK-200168,INV-PK-100168,Sialkot Sports Exports,Gwadar,Gwadar Port,China,Agriculture,Mangoes (fresh),0804,2.64,14102,kg,37229.28,2023-12-11,Sea,PK76910,LC (Letter of Credit),FOB,USD
EXP-PK-200169,INV-PK-100169,Lahore Leatherworks,Gwadar,Gwadar Port,UAE,Sports Goods,Football,9506,15.28,498,pcs,7609.44,2023-07-30,Sea,PK43550,TT (Telegraphic Transfer),FOB,USD
EXP-PK-200170,INV-PK-100170,Balochistan Spices Co.,Faisalabad,Inland (Faisalabad Depot),UK,Leather,Finished Leather,4107,27.12,237,sheets,6427.44,2025-10-08,Air,,Cash Against Documents,CIF,USD
EXP-PK-200171,INV-PK-100171,Lahore Leatherworks,Faisalabad,Inland (Faisalabad Depot),Italy,Textiles,Bed Linen,6302,2.05,2174,pcs,4456.7,2025-08-18,Air,,Open Account,CIF,USD
EXP-PK-200172,INV-PK-100172,Balochistan Spices Co.,Karachi,Port Qasim,Afghanistan,Textiles,Bed Linen,6302,3.67,3083,pcs,11314.61,2024-09-27,Air,,Cash Against Documents,FOB,USD
EXP-PK-200173,INV-PK-100173,PakTex Exporters Co.,Gwadar,Gwadar Port,Saudi Arabia,Textiles,Bed Linen,6302,5.37,236,pcs,1267.32,2023-07-04,Land,,Cash Against Documents,CIF,USD
EXP-PK-200174,INV-PK-100174,Balochistan Spices Co.,Karachi,Port Qasim,Bangladesh,Carpets,Handmade Carpets,5701,218.58,3133,pcs,684811.14,2024-01-21,Air,,Cash Against Documents,FOB,USD
EXP-PK-200175,INV-PK-100175,PakTex Exporters Co.,Peshawar,Torkham Border (land),UK,Industrial,Gloves (leather),4203,10.56,4283,pairs,45228.48,2024-12-04,Land,,LC (Letter of Credit),FOB,USD
EXP-PK-200176,INV-PK-100176,PakTex Exporters Co.,Sialkot,Sialkot Airport,Italy,Surgical,Surgical Instruments,9031,135.15,823,sets,111228.45,2023-11-22,Sea,PK58870,Open Account,CIF,USD
EXP-PK-200177,INV-PK-100177,Gwadar Logistics Exports,Gwadar,Gwadar Port,Bangladesh,Textiles,Cotton Yarn,5205,1.31,321,bales,420.51,2024-11-16,Sea,PK53213,LC (Letter of Credit),CIF,USD
EXP-PK-200178,INV-PK-100178,Sialkot Sports Exports,Multan,Multan Airport,Bangladesh,Tobacco,Processed Tobacco,2403,0.62,11756,kg,7288.72,2023-11-04,Air,,LC (Letter of Credit),FOB,USD
EXP-PK-200179,INV-PK-100179,Lahore Leatherworks,Multan,Multan Airport,Netherlands,Leather,Finished Leather,4107,47.31,288,sheets,13625.28,2023-06-23,Air,,Cash Against Documents,CIF,USD
EXP-PK-200180,INV-PK-100180,Karachi Seafood Ltd.,Lahore,Inland (Landi Kotal),Netherlands,Pharmaceuticals,Medicines (packaged),3004,10.32,3220,boxes,33230.4,2025-01-11,Sea,PK57526,Open Account,FOB,USD
EXP-PK-200181,INV-PK-100181,Faisalabad Textiles,Gwadar,Gwadar Port,Italy,Sports Goods,Football,9506,14.83,2732,pcs,40515.56,2024-04-08,Sea,PK30308,LC (Letter of Credit),CIF,USD
EXP-PK-200182,INV-PK-100182,Sindh Agro Exports,Karachi,Port Qasim,Bangladesh,Leather,Finished Leather,4107,47.37,193,sheets,9142.41,2025-02-10,Sea,PK31266,TT (Telegraphic Transfer),FOB,USD
EXP-PK-200183,INV-PK-100183,Punjab Pharma Exports,Karachi,Port Qasim,Germany,Carpets,Handmade Carpets,5701,482.54,4527,pcs,2184458.58,2024-05-01,Air,,Open Account,CIF,USD
EXP-PK-200184,INV-PK-100184,Faisalabad Textiles,Sialkot,Sialkot Airport,Saudi Arabia,Industrial,Gloves (leather),4203,4.72,356,pairs,1680.32,2025-08-18,Sea,PK58213,Cash Against Documents,CIF,USD
EXP-PK-200185,INV-PK-100185,Sialkot Sports Exports,Hyderabad,Port Qasim,Afghanistan,Pharmaceuticals,Medicines (packaged),3004,3.42,100,boxes,342.0,2025-05-07,Sea,PK36174,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200186,INV-PK-100186,PakTex Exporters Co.,Peshawar,Torkham Border (land),Germany,Pharmaceuticals,Medicines (packaged),3004,3.27,3418,boxes,11176.86,2023-07-30,Land,,LC (Letter of Credit),CIF,USD
EXP-PK-200187,INV-PK-100187,Sindh Agro Exports,Faisalabad,Inland (Faisalabad Depot),Saudi Arabia,Surgical,Surgical Instruments,9031,23.53,1601,sets,37671.53,2023-10-29,Sea,PK22021,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200188,INV-PK-100188,Lahore Leatherworks,Karachi,Port Qasim,USA,Seafood,Shrimp (frozen),0306,10.6,563,kg,5967.8,2025-10-25,Air,,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200189,INV-PK-100189,Sindh Agro Exports,Gwadar,Gwadar Port,China,Textiles,Cotton Yarn,5205,6.66,141,bales,939.06,2024-10-14,Sea,PK95191,Open Account,FOB,USD
EXP-PK-200190,INV-PK-100190,Karachi Seafood Ltd.,Karachi,Port Qasim,Italy,Leather Goods,Footwear,6403,23.0,3486,pairs,80178.0,2023-10-12,Land,,Cash Against Documents,CIF,USD
EXP-PK-200191,INV-PK-100191,Balochistan Spices Co.,Karachi,Karachi Port,USA,Agriculture,Rice (Basmati),1006,2.07,17561,kg,36351.27,2024-03-17,Sea,PK81932,Cash Against Documents,FOB,USD
EXP-PK-200192,INV-PK-100192,Sialkot Sports Exports,Sialkot,Sialkot Airport,Saudi Arabia,Textiles,Bed Linen,6302,6.09,4019,pcs,24475.71,2023-04-08,Sea,PK65027,Cash Against Documents,FOB,USD
EXP-PK-200193,INV-PK-100193,Sindh Agro Exports,Peshawar,Torkham Border (land),Bangladesh,Pharmaceuticals,Medicines (packaged),3004,7.77,895,boxes,6954.15,2023-02-03,Land,,TT (Telegraphic Transfer),FOB,USD
EXP-PK-200194,INV-PK-100194,Sialkot Sports Exports,Hyderabad,Port Qasim,USA,Spices,Chilies (dried),0904,4.75,16156,kg,76741.0,2024-12-23,Sea,PK84798,Cash Against Documents,FOB,USD
EXP-PK-200195,INV-PK-100195,Sindh Agro Exports,Gwadar,Gwadar Port,UK,Pharmaceuticals,Medicines (packaged),3004,24.77,2068,boxes,51224.36,2023-02-11,Air,,Cash Against Documents,FOB,USD
EXP-PK-200196,INV-PK-100196,Gwadar Logistics Exports,Gwadar,Gwadar Port,Saudi Arabia,Leather Goods,Footwear,6403,50.92,3884,pairs,197773.28,2023-02-03,Air,,LC (Letter of Credit),CIF,USD
EXP-PK-200197,INV-PK-100197,Faisalabad Textiles,Lahore,Inland (Landi Kotal),Bangladesh,Leather Goods,Footwear,6403,47.49,4654,pairs,221018.46,2024-11-11,Sea,PK15811,Open Account,CIF,USD
EXP-PK-200198,INV-PK-100198,Karachi Seafood Ltd.,Peshawar,Torkham Border (land),Italy,Carpets,Handmade Carpets,5701,436.29,2150,pcs,938023.5,2024-01-09,Sea,PK18270,Cash Against Documents,FOB,USD
