ExportID,InvoiceID,ExporterName,City,Port,DestinationCountry,ProductCategory,ProductSubcategory,HSCode,UnitPriceUSD,Quantity,UnitType,TotalValueUSD,ExportDate,ShipmentMode,ContainerNumber,PaymentTerm,TradeTerm,Currency
EXP-PK-200398,INV-PK-100398,Northern Fruits Exports,Gwadar,Gwadar Port,Bangladesh,Sports Goods,Football,9506,28.1,2830,pcs,79523.0,2023-11-23,Sea,PK42487,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200399,INV-PK-100399,Northern Fruits Exports,Karachi,Karachi Port,Bangladesh,Tobacco,Processed Tobacco,2403,3.63,18457,kg,66998.91,2025-03-06,Air,,TT (Telegraphic Transfer),FOB,USD
EXP-PK-200400,INV-PK-100400,Faisalabad Textiles,Gwadar,Gwadar Port,Germany,Chemicals,Industrial Chemicals,2815,21.45,3135,kg,67245.75,2023-02-27,Land,,Open Account,FOB,USD
EXP-PK-200401,INV-PK-100401,Balochistan Spices Co.,Sialkot,Sialkot Airport,Italy,Pharmaceuticals,Medicines (packaged),3004,14.83,3037,boxes,45038.71,2024-09-24,Sea,PK74282,LC (Letter of Credit),FOB,USD
EXP-PK-200402,INV-PK-100402,PakTex Exporters Co.,Sialkot,Sialkot Airport,Bangladesh,Sports Goods,Football,9506,13.88,3684,pcs,51133.92,2023-02-10,Land,,Cash Against Documents,FOB,USD
EXP-PK-200403,INV-PK-100403,Lahore Leatherworks,Sialkot,Sialkot Airport,UAE,Agriculture,Mangoes (fresh),0804,2.84,18518,kg,52591.12,2023-12-30,Air,,LC (Letter of Credit),FOB,USD
EXP-PK-200404,INV-PK-100404,Karachi Seafood Ltd.,Faisalabad,Inland (Faisalabad Depot),UK,Tobacco,Processed Tobacco,2403,2.53,2353,kg,5953.09,2025-01-17,Sea,PK58967,Cash Against Documents,FOB,USD
EXP-PK-200405,INV-PK-100405,Lahore Leatherworks,Multan,Multan Airport,Germany,Leather,Finished Leather,4107,49.32,419,sheets,20665.08,2023-11-19,Land,,Cash Against Documents,CIF,USD
EXP-PK-200406,INV-PK-100406,Lahore Leatherworks,Faisalabad,Inland (Faisalabad Depot),Afghanistan,Leather Goods,Footwear,6403,23.71,4605,pairs,109184.55,2024-12-31,Sea,PK97232,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200407,INV-PK-100407,Sialkot Sports Exports,Multan,Multan Airport,UAE,Leather,Finished Leather,4107,44.15,259,sheets,11434.85,2023-01-04,Land,,Cash Against Documents,FOB,USD
EXP-PK-200408,INV-PK-100408,Karachi Seafood Ltd.,Gwadar,Gwadar Port,Bangladesh,Sports Goods,Football,9506,18.56,2001,pcs,37138.56,2023-08-02,Air,,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200409,INV-PK-100409,Sindh Agro Exports,Sialkot,Sialkot Airport,Germany,Agriculture,Mangoes (fresh),0804,0.64,6770,kg,4332.8,2023-12-10,Land,,LC (Letter of Credit),CIF,USD
EXP-PK-200410,INV-PK-100410,Punjab Pharma Exports,Karachi,Port Qasim,China,Sports Goods,Football,9506,24.48,33,pcs,807.84,2023-05-19,Air,,Open Account,FOB,USD
EXP-PK-200411,INV-PK-100411,PakTex Exporters Co.,Karachi,Port Qasim,Italy,Leather Goods,Footwear,6403,46.68,1996,pairs,93173.28,2025-05-09,Sea,PK64266,Cash Against Documents,CIF,USD
EXP-PK-200412,INV-PK-100412,Lahore Leatherworks,Hyderabad,Port Qasim,UK,Tobacco,Processed Tobacco,2403,2.92,18405,kg,53742.6,2025-09-08,Land,,TT (Telegraphic Transfer),FOB,USD
EXP-PK-200413,INV-PK-100413,Punjab Pharma Exports,Lahore,Inland (Landi Kotal),USA,Agriculture,Rice (Basmati),1006,1.37,7004,kg,9595.48,2023-02-11,Air,,Open Account,FOB,USD
EXP-PK-200414,INV-PK-100414,Sindh Agro Exports,Gwadar,Gwadar Port,UAE,Chemicals,Industrial Chemicals,2815,22.34,9099,kg,203271.66,2025-02-07,Sea,PK19830,LC (Letter of Credit),CIF,USD
EXP-PK-200415,INV-PK-100415,Balochistan Spices Co.,Peshawar,Torkham Border (land),USA,Seafood,Shrimp (frozen),0306,5.02,9103,kg,45697.06,2023-12-04,Land,,Cash Against Documents,FOB,USD
EXP-PK-200416,INV-PK-100416,PakTex Exporters Co.,Lahore,Inland (Landi Kotal),Germany,Sports Goods,Football,9506,5.94,890,pcs,5286.6,2024-01-25,Air,,Open Account,CIF,USD
EXP-PK-200417,INV-PK-100417,Sialkot Sports Exports,Sialkot,Sialkot Airport,UK,Textiles,Cotton Yarn,5205,4.39,210,bales,921.9,2025-03-15,Land,,Cash Against Documents,FOB,USD
EXP-PK-200418,INV-PK-100418,PakTex Exporters Co.,Gwadar,Gwadar Port,USA,Seafood,Shrimp (frozen),0306,11.23,7311,kg,82102.53,2023-06-29,Air,,Cash Against Documents,FOB,USD
EXP-PK-200419,INV-PK-100419,Sindh Agro Exports,Karachi,Karachi Port,UAE,Carpets,Handmade Carpets,5701,311.26,3164,pcs,984826.64,2024-08-20,Sea,PK72071,LC (Letter of Credit),CIF,USD
EXP-PK-200420,INV-PK-100420,Gwadar Logistics Exports,Peshawar,Torkham Border (land),Italy,Chemicals,Industrial Chemicals,2815,1.18,13304,kg,15698.72,2024-06-26,Sea,PK94130,Cash Against Documents,FOB,USD
EXP-PK-200421,INV-PK-100421,Lahore Leatherworks,Hyderabad,Port Qasim,Germany,Leather,Finished Leather,4107,13.01,480,sheets,6244.8,2025-07-01,Sea,PK44510,Cash Against Documents,CIF,USD
EXP-PK-200422,INV-PK-100422,Sialkot Sports Exports,Sialkot,Sialkot Airport,Saudi Arabia,Spices,Chilies (dried),0904,1.74,8351,kg,14530.74,2023-05-07,Sea,PK97486,LC (Letter of Credit),FOB,USD
EXP-PK-200423,INV-PK-100423,Lahore Leatherworks,Hyderabad,Port Qasim,Bangladesh,Sports Goods,Football,9506,4.39,4984,pcs,21879.76,2023-05-05,Air,,Cash Against Documents,CIF,USD
EXP-PK-200424,INV-PK-100424,Balochistan Spices Co.,Sialkot,Sialkot Airport,Italy,Agriculture,Rice (Basmati),1006,1.76,11948,kg,21028.48,2023-06-11,Air,,LC (Letter of Credit),FOB,USD
EXP-PK-200425,INV-PK-100425,Sindh Agro Exports,Peshawar,Torkham Border (land),UAE,Leather,Finished Leather,4107,8.02,375,sheets,3007.5,2024-03-09,Sea,PK26539,LC (Letter of Credit),CIF,USD
EXP-PK-200426,INV-PK-100426,Sindh Agro Exports,Hyderabad,Port Qasim,China,Tobacco,Processed Tobacco,2403,1.44,17971,kg,25878.24,2023-10-30,Land,,Open Account,CIF,USD
EXP-PK-200427,INV-PK-100427,Sindh Agro Exports,Lahore,Inland (Landi Kotal),Netherlands,Pharmaceuticals,Medicines (packaged),3004,5.92,961,boxes,5689.12,2025-03-24,Land,,Open Account,CIF,USD
EXP-PK-200428,INV-PK-100428,Northern Fruits Exports,Peshawar,Torkham Border (land),USA,Industrial,Gloves (leather),4203,1.69,2365,pairs,3996.85,2025-05-09,Sea,PK64321,TT (Telegraphic Transfer),FOB,USD
EXP-PK-200429,INV-PK-100429,Balochistan Spices Co.,Lahore,Inland (Landi Kotal),UK,Spices,Chilies (dried),0904,3.82,1407,kg,5374.74,2023-07-26,Air,,Open Account,CIF,USD
EXP-PK-200430,INV-PK-100430,Sialkot Sports Exports,Hyderabad,Port Qasim,Italy,Spices,Chilies (dried),0904,4.88,9120,kg,44505.6,2025-08-26,Sea,PK32570,Open Account,CIF,USD
EXP-PK-200431,INV-PK-100431,Karachi Seafood Ltd.,Hyderabad,Port Qasim,USA,Seafood,Shrimp (frozen),0306,7.72,8871,kg,68484.12,2024-11-09,Land,,TT (Telegraphic Transfer),FOB,USD
EXP-PK-200432,INV-PK-100432,Punjab Pharma Exports,Multan,Multan Airport,Germany,Textiles,Cotton Yarn,5205,3.69,280,bales,1033.2,2024-11-22,Air,,Open Account,CIF,USD
EXP-PK-200433,INV-PK-100433,Punjab Pharma Exports,Lahore,Inland (Landi Kotal),China,Leather,Finished Leather,4107,11.99,91,sheets,1091.09,2024-09-07,Land,,Cash Against Documents,CIF,USD
EXP-PK-200434,INV-PK-100434,Sialkot Sports Exports,Hyderabad,Port Qasim,Bangladesh,Carpets,Handmade Carpets,5701,437.8,4731,pcs,2071231.8,2023-07-02,Sea,PK67896,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200435,INV-PK-100435,Punjab Pharma Exports,Gwadar,Gwadar Port,USA,Pharmaceuticals,Medicines (packaged),3004,9.96,1361,boxes,13555.56,2023-11-22,Sea,PK50779,Cash Against Documents,FOB,USD
EXP-PK-200436,INV-PK-100436,Northern Fruits Exports,Karachi,Karachi Port,China,Chemicals,Industrial Chemicals,2815,19.6,8233,kg,161366.8,2024-02-16,Sea,PK42701,LC (Letter of Credit),CIF,USD
EXP-PK-200437,INV-PK-100437,PakTex Exporters Co.,Gwadar,Gwadar Port,China,Agriculture,Rice (Basmati),1006,0.56,3207,kg,1795.92,2025-01-24,Air,,Cash Against Documents,FOB,USD
EXP-PK-200438,INV-PK-100438,PakTex Exporters Co.,Sialkot,Sialkot Airport,Germany,Surgical,Surgical Instruments,9031,146.03,3298,sets,481606.94,2025-07-02,Air,,Cash Against Documents,CIF,USD
EXP-PK-200439,INV-PK-100439,Lahore Leatherworks,Faisalabad,Inland (Faisalabad Depot),Saudi Arabia,Leather Goods,Footwear,6403,12.98,1117,pairs,14498.66,2023-07-05,Air,,LC (Letter of Credit),CIF,USD
EXP-PK-200440,INV-PK-100440,PakTex Exporters Co.,Faisalabad,Inland (Faisalabad Depot),Bangladesh,Industrial,Gloves (leather),4203,5.39,3362,pairs,18121.18,2024-03-14,Sea,PK94853,TT (Telegraphic Transfer),FOB,USD
EXP-PK-200441,INV-PK-100441,Sialkot Sports Exports,Hyderabad,Port Qasim,Afghanistan,Textiles,Cotton Yarn,5205,0.94,52,bales,48.88,2023-01-19,Air,,TT (Telegraphic Transfer),FOB,USD
EXP-PK-200442,INV-PK-100442,Balochistan Spices Co.,Karachi,Karachi Port,Saudi Arabia,Spices,Chilies (dried),0904,5.0,3653,kg,18265.0,2024-09-17,Land,,Open Account,CIF,USD
EXP-PK-200443,INV-PK-100443,Gwadar Logistics Exports,Gwadar,Gwadar Port,Italy,Agriculture,Rice (Basmati),1006,2.13,4839,kg,10307.07,2024-03-22,Air,,Open Account,CIF,USD
EXP-PK-200444,INV-PK-100444,Balochistan Spices Co.,Lahore,Inland (Landi Kotal),USA,Pharmaceuticals,Medicines (packaged),3004,3.39,1223,boxes,4145.97,2025-02-05,Land,,Open Account,CIF,USD
EXP-PK-200445,INV-PK-100445,Sindh Agro Exports,Peshawar,Torkham Border (land),UK,Agriculture,Mangoes (fresh),0804,2.31,17128,kg,39565.68,2024-07-20,Land,,Open Account,CIF,USD
EXP-PK-200446,INV-PK-100446,Sialkot Sports Exports,Multan,Multan Airport,China,Leather,Finished Leather,4107,42.36,199,sheets,8429.64,2024-05-07,Sea,PK88647,Cash Against Documents,CIF,USD
EXP-PK-200447,INV-PK-100447,Karachi Seafood Ltd.,Karachi,Port Qasim,Saudi Arabia,Agriculture,Rice (Basmati),1006,2.17,4179,kg,9068.43,2025-05-07,Air,,Cash Against Documents,FOB,USD
EXP-PK-200448,INV-PK-100448,Balochistan Spices Co.,Sialkot,Sialkot Airport,Germany,Leather Goods,Footwear,6403,42.25,4482,pairs,189364.5,2024-03-31,Land,,Cash Against Documents,CIF,USD
EXP-PK-200449,INV-PK-100449,Northern Fruits Exports,Multan,Multan Airport,UAE,Tobacco,Processed Tobacco,2403,0.56,1801,kg,1008.56,2024-01-06,Air,,LC (Letter of Credit),CIF,USD
EXP-PK-200450,INV-PK-100450,Karachi Seafood Ltd.,Multan,Multan Airport,Afghanistan,Industrial,Gloves (leather),4203,4.95,142,pairs,702.9,2024-01-10,Land,,Open Account,FOB,USD
EXP-PK-200451,INV-PK-100451,Faisalabad Textiles,Gwadar,Gwadar Port,China,Leather Goods,Footwear,6403,29.96,2919,pairs,87453.24,2024-09-20,Air,,Open Account,CIF,USD
EXP-PK-200452,INV-PK-100452,Sialkot Sports Exports,Multan,Multan Airport,Italy,Tobacco,Processed Tobacco,2403,2.4,17864,kg,42873.6,2023-08-30,Air,,LC (Letter of Credit),FOB,USD
EXP-PK-200453,INV-PK-100453,Punjab Pharma Exports,Sialkot,Sialkot Airport,Afghanistan,Textiles,Bed Linen,6302,6.69,1715,pcs,11473.35,2025-02-20,Land,,Open Account,CIF,USD
EXP-PK-200454,INV-PK-100454,PakTex Exporters Co.,Faisalabad,Inland (Faisalabad Depot),UAE,Sports Goods,Football,9506,9.26,1904,pcs,17631.04,2024-12-02,Air,,Cash Against Documents,FOB,USD
EXP-PK-200455,INV-PK-100455,Lahore Leatherworks,Faisalabad,Inland (Faisalabad Depot),UK,Surgical,Surgical Instruments,9031,122.16,1347,sets,164549.52,2024-11-12,Air,,Open Account,FOB,USD
EXP-PK-200456,INV-PK-100456,PakTex Exporters Co.,Peshawar,Torkham Border (land),Saudi Arabia,Sports Goods,Football,9506,19.48,2052,pcs,39972.96,2023-12-12,Land,,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200457,INV-PK-100457,Sindh Agro Exports,Faisalabad,Inland (Faisalabad Depot),Bangladesh,Seafood,Shrimp (frozen),0306,7.97,8778,kg,69960.66,2025-05-29,Air,,Cash Against Documents,CIF,USD
EXP-PK-200458,INV-PK-100458,Gwadar Logistics Exports,Karachi,Karachi Port,Afghanistan,Sports Goods,Football,9506,10.25,4742,pcs,48605.5,2025-02-03,Sea,PK52233,TT (Telegraphic Transfer),FOB,USD
EXP-PK-200459,INV-PK-100459,PakTex Exporters Co.,Sialkot,Sialkot Airport,China,Leather Goods,Footwear,6403,94.0,709,pairs,66646.0,2024-12-06,Air,,TT (Telegraphic Transfer),FOB,USD
EXP-PK-200460,INV-PK-100460,Gwadar Logistics Exports,Multan,Multan Airport,UAE,Textiles,Bed Linen,6302,7.05,2442,pcs,17216.1,2023-04-04,Air,,Open Account,CIF,USD
EXP-PK-200461,INV-PK-100461,Northern Fruits Exports,Gwadar,Gwadar Port,Netherlands,Chemicals,Industrial Chemicals,2815,26.92,16017,kg,431177.64,2023-10-02,Air,,Cash Against Documents,CIF,USD
EXP-PK-200462,INV-PK-100462,Faisalabad Textiles,Faisalabad,Inland (Faisalabad Depot),Netherlands,Textiles,Cotton Yarn,5205,3.86,12,bales,46.32,2024-04-12,Sea,PK27197,TT (Telegraphic Transfer),FOB,USD
EXP-PK-200463,INV-PK-100463,Balochistan Spices Co.,Faisalabad,Inland (Faisalabad Depot),UK,Agriculture,Mangoes (fresh),0804,1.17,10878,kg,12727.26,2023-03-18,Air,,Open Account,FOB,USD
EXP-PK-200464,INV-PK-100464,Balochistan Spices Co.,Karachi,Karachi Port,USA,Textiles,Cotton Yarn,5205,5.36,129,bales,691.44,2023-08-26,Air,,Cash Against Documents,CIF,USD
EXP-PK-200465,INV-PK-100465,Sindh Agro Exports,Multan,Multan Airport,Italy,Leather Goods,Footwear,6403,25.33,4176,pairs,105778.08,2023-11-10,Sea,PK99881,LC (Letter of Credit),CIF,USD
EXP-PK-200466,INV-PK-100466,Gwadar Logistics Exports,Lahore,Inland (Landi Kotal),Afghanistan,Agriculture,Rice (Basmati),1006,2.96,10561,kg,31260.56,2023-10-08,Air,,LC (Letter of Credit),FOB,USD
EXP-PK-200467,INV-PK-100467,Sialkot Sports Exports,Lahore,Inland (Landi Kotal),UK,Surgical,Surgical Instruments,9031,42.62,1368,sets,58304.16,2024-02-11,Air,,Open Account,FOB,USD
EXP-PK-200468,INV-PK-100468,Lahore Leatherworks,Hyderabad,Port Qasim,Saudi Arabia,Leather,Finished Leather,4107,5.83,457,sheets,2664.31,2023-03-22,Land,,Cash Against Documents,FOB,USD
EXP-PK-200469,INV-PK-100469,Punjab Pharma Exports,Gwadar,Gwadar Port,China,Textiles,Cotton Yarn,5205,1.65,288,bales,475.2,2023-01-27,Land,,LC (Letter of Credit),FOB,USD
EXP-PK-200470,INV-PK-100470,Balochistan Spices Co.,Peshawar,Torkham Border (land),UAE,Textiles,Bed Linen,6302,2.77,2775,pcs,7686.75,2023-06-03,Land,,LC (Letter of Credit),CIF,USD
EXP-PK-200471,INV-PK-100471,Faisalabad Textiles,Peshawar,Torkham Border (land),Saudi Arabia,Agriculture,Rice (Basmati),1006,2.13,16611,kg,35381.43,2025-08-08,Sea,PK23082,TT (Telegraphic Transfer),FOB,USD
EXP-PK-200472,INV-PK-100472,Sialkot Sports Exports,Gwadar,Gwadar Port,Germany,Seafood,Shrimp (frozen),0306,4.86,318,kg,1545.48,2023-08-26,Sea,PK16014,LC (Letter of Credit),FOB,USD
EXP-PK-200473,INV-PK-100473,Karachi Seafood Ltd.,Gwadar,Gwadar Port,Germany,Chemicals,Industrial Chemicals,2815,4.8,18010,kg,86448.0,2025-06-15,Land,,Open Account,FOB,USD
EXP-PK-200474,INV-PK-100474,Lahore Leatherworks,Gwadar,Gwadar Port,UAE,Textiles,Bed Linen,6302,7.09,2991,pcs,21206.19,2025-03-31,Air,,Cash Against Documents,CIF,USD
EXP-PK-200475,INV-PK-100475,Gwadar Logistics Exports,Peshawar,Torkham Border (land),Netherlands,Carpets,Handmade Carpets,5701,320.23,3328,pcs,1065725.44,2023-12-08,Sea,PK27368,LC (Letter of Credit),FOB,USD
EXP-PK-200476,INV-PK-100476,Sindh Agro Exports,Hyderabad,Port Qasim,Bangladesh,Surgical,Surgical Instruments,9031,43.32,4572,sets,198059.04,2025-06-16,Air,,Cash Against Documents,CIF,USD
EXP-PK-200477,INV-PK-100477,Balochistan Spices Co.,Karachi,Karachi Port,Italy,Chemicals,Industrial Chemicals,2815,13.03,7724,kg,100643.72,2025-09-26,Sea,PK63907,Cash Against Documents,FOB,USD
EXP-PK-200478,INV-PK-100478,Sindh Agro Exports,Multan,Multan Airport,Germany,Textiles,Cotton Yarn,5205,4.54,24,bales,108.96,2024-04-03,Land,,Open Account,FOB,USD
EXP-PK-200479,INV-PK-100479,Gwadar Logistics Exports,Sialkot,Sialkot Airport,Italy,Agriculture,Mangoes (fresh),0804,0.92,14786,kg,13603.12,2025-02-27,Sea,PK83183,LC (Letter of Credit),FOB,USD
EXP-PK-200480,INV-PK-100480,Karachi Seafood Ltd.,Peshawar,Torkham Border (land),Italy,Tobacco,Processed Tobacco,2403,0.87,12102,kg,10528.74,2023-12-05,Sea,PK74441,Open Account,FOB,USD
EXP-PK-200481,INV-PK-100481,Lahore Leatherworks,Multan,Multan Airport,USA,Pharmaceuticals,Medicines (packaged),3004,6.89,1952,boxes,13449.28,2024-04-01,Land,,Cash Against Documents,CIF,USD
EXP-PK-200482,INV-PK-100482,Faisalabad Textiles,Lahore,Inland (Landi Kotal),Italy,Surgical,Surgical Instruments,9031,64.85,1784,sets,115692.4,2025-07-06,Air,,Cash Against Documents,CIF,USD
EXP-PK-200483,INV-PK-100483,Lahore Leatherworks,Lahore,Inland (Landi Kotal),Italy,Leather Goods,Footwear,6403,89.1,1492,pairs,132937.2,2023-02-06,Sea,PK62879,Cash Against Documents,FOB,USD
EXP-PK-200484,INV-PK-100484,Northern Fruits Exports,Karachi,Karachi Port,Bangladesh,Spices,Chilies (dried),0904,3.83,9573,kg,36664.59,2024-09-15,Land,,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200485,INV-PK-100485,Lahore Leatherworks,Gwadar,Gwadar Port,USA,Tobacco,Processed Tobacco,2403,3.49,18742,kg,65409.58,2024-04-01,Air,,Open Account,CIF,USD
EXP-PK-200486,INV-PK-100486,Lahore Leatherworks,Peshawar,Torkham Border (land),UK,Textiles,Bed Linen,6302,6.07,1082,pcs,6567.74,2024-03-30,Sea,PK54742,Open Account,CIF,USD
EXP-PK-200487,INV-PK-100487,Northern Fruits Exports,Gwadar,Gwadar Port,UK,Textiles,Cotton Yarn,5205,1.02,131,bales,133.62,2023-12-03,Air,,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200488,INV-PK-100488,Sindh Agro Exports,Multan,Multan Airport,Bangladesh,Sports Goods,Football,9506,18.66,266,pcs,4963.56,2024-01-20,Sea,PK61497,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200489,INV-PK-100489,Faisalabad Textiles,Gwadar,Gwadar Port,UK,Industrial,Gloves (leather),4203,10.43,2988,pairs,31164.84,2025-04-28,Sea,PK93000,LC (Letter of Credit),CIF,USD
EXP-PK-200490,INV-PK-100490,Punjab Pharma Exports,Faisalabad,Inland (Faisalabad Depot),Italy,Textiles,Cotton Yarn,5205,3.21,385,bales,1235.85,2023-04-10,Land,,Cash Against Documents,CIF,USD
EXP-PK-200491,INV-PK-100491,Northern Fruits Exports,Faisalabad,Inland (Faisalabad Depot),Bangladesh,Leather,Finished Leather,4107,9.8,38,sheets,372.4,2023-09-20,Sea,PK60778,Open Account,CIF,USD
EXP-PK-200492,INV-PK-100492,Gwadar Logistics Exports,Sialkot,Sialkot Airport,Saudi Arabia,Seafood,Shrimp (frozen),0306,9.55,9960,kg,95118.0,2024-12-03,Air,,Cash Against Documents,FOB,USD
EXP-PK-200493,INV-PK-100493,Karachi Seafood Ltd.,Hyderabad,Port Qasim,Bangladesh,Leather Goods,Footwear,6403,85.72,2179,pairs,186783.88,2024-09-04,Land,,Open Account,FOB,USD
EXP-PK-200494,INV-PK-100494,Faisalabad Textiles,Sialkot,Sialkot Airport,Bangladesh,Leather Goods,Footwear,6403,37.1,4097,pairs,151998.7,2024-08-18,Land,,Open Account,FOB,USD
EXP-PK-200495,INV-PK-100495,Karachi Seafood Ltd.,Gwadar,Gwadar Port,UK,Industrial,Gloves (leather),4203,16.19,3476,pairs,56276.44,2024-12-22,Land,,Cash Against Documents,CIF,USD
EXP-PK-200496,INV-PK-100496,Northern Fruits Exports,Multan,Multan Airport,Netherlands,Industrial,Gloves (leather),4203,6.17,2955,pairs,18232.35,2023-01-27,Land,,LC (Letter of Credit),FOB,USD
EXP-PK-200497,INV-PK-100497,Gwadar Logistics Exports,Faisalabad,Inland (Faisalabad Depot),USA,Carpets,Handmade Carpets,5701,212.44,466,pcs,98997.04,2023-04-26,Sea,PK44993,TT (Telegraphic Transfer),CIF,USD
EXP-PK-200498,INV-PK-100498,Sialkot Sports Exports,Faisalabad,Inland (Faisalabad Depot),USA,Leather Goods,Footwear,6403,110.9,692,pairs,76742.8,2024-08-27,Sea,PK80932,LC (Letter of Credit),CIF,USD
EXP-PK-200499,INV-PK-100499,Punjab Pharma Exports,Lahore,Inland (Landi Kotal),Bangladesh,Tobacco,Processed Tobacco,2403,4.78,8975,kg,42900.5,2024-04-04,Land,,Cash Against Documents,FOB,USD
